date,machine_id,air_temperature_K,process_temperature_K,rotational_speed_rpm,torque_Nm,tool_wear_min,health_score,failure_risk
2024-04-30,M06,301.3,312.2,1360.0,41.3,28.3,87.1,0.016
2024-05-01,M06,296.9,305.2,1425.5,39.6,29.6,86.4,0.017
2024-05-02,M06,300.9,312.8,1240.6,48.5,30.7,90.0,0.019
2024-05-03,M06,296.5,306.8,1525.9,43.4,31.5,87.5,0.021
2024-05-04,M06,294.3,306.2,1549.9,49.7,33.3,79.7,0.023
2024-05-05,M06,300.2,312.3,1414.8,45.6,30.4,84.4,0.025
2024-05-06,M06,301.2,312.6,1582.6,50.4,40.9,87.5,0.027
2024-05-07,M06,297.4,308.2,1334.1,48.1,40.4,80.7,0.029
2024-05-08,M06,299.3,308.1,1407.8,34.3,37.8,81.8,0.032
2024-05-09,M06,301.4,313.1,1403.0,32.6,44.6,79.8,0.034
2024-05-10,M06,295.1,304.4,1272.8,42.6,46.7,78.3,0.036
2024-05-11,M06,299.7,312.1,1312.1,41.6,46.2,75.1,0.039
2024-05-12,M06,298.3,309.3,1501.9,46.0,36.9,78.5,0.042
2024-05-13,M06,299.1,310.4,1739.8,44.7,51.5,78.4,0.044
2024-05-14,M06,301.5,312.9,1591.1,41.3,52.3,79.5,0.047
2024-05-15,M06,299.6,309.7,1536.9,46.6,43.3,76.4,0.05
2024-05-16,M06,296.7,307.2,1600.7,35.1,46.4,74.9,0.053
2024-05-17,M06,299.0,311.2,1288.1,38.0,59.0,79.2,0.056
2024-05-18,M06,298.0,307.6,1353.2,32.4,50.3,71.4,0.059
2024-05-19,M06,300.6,312.8,1454.2,40.0,58.6,77.9,0.062
2024-05-20,M06,300.6,311.4,1606.0,43.4,54.2,69.4,0.066
2024-05-21,M06,295.8,305.9,1635.6,49.1,48.4,74.8,0.069
2024-05-22,M06,301.7,313.3,1478.7,47.3,56.4,64.5,0.073
2024-05-23,M06,298.7,309.6,1615.9,46.4,59.8,70.4,0.076
2024-05-24,M06,299.7,311.2,1392.9,38.1,54.0,75.4,0.08
2024-05-25,M06,294.1,303.9,1376.3,45.4,68.3,72.5,0.084
2024-05-26,M06,299.4,310.7,1318.2,50.4,56.1,69.1,0.088
2024-05-27,M06,301.1,311.6,1434.6,45.8,56.6,62.0,0.092
2024-05-28,M06,300.3,312.3,1632.7,50.5,58.1,67.0,0.096
2024-05-29,M06,298.2,308.8,1513.5,37.9,61.2,68.7,0.1
2024-05-30,M06,298.7,310.1,1448.7,28.9,74.2,66.0,0.104
2024-05-31,M06,298.1,310.9,1450.2,39.1,62.9,62.4,0.108
2024-06-01,M06,301.3,311.2,1468.5,41.8,72.5,66.6,0.113
2024-06-02,M06,299.1,310.5,1514.2,45.5,63.8,66.1,0.117
2024-06-03,M06,298.6,311.1,1369.2,30.7,84.1,60.2,0.122
2024-06-04,M06,301.2,311.4,1400.8,40.2,70.3,65.2,0.126
2024-06-05,M06,295.5,308.1,1478.8,42.8,79.6,68.1,0.131
2024-06-06,M06,295.6,307.3,1414.2,40.1,67.9,65.4,0.136
2024-06-07,M06,296.3,309.0,1538.6,37.4,73.6,56.7,0.141
2024-06-08,M06,297.7,309.5,1345.6,45.4,94.2,60.1,0.146
2024-06-09,M06,300.3,311.6,1458.7,46.2,96.8,65.9,0.151
2024-06-10,M06,300.0,310.3,1476.2,46.9,76.5,59.3,0.156
2024-06-11,M06,300.8,311.6,1406.8,51.1,89.2,64.4,0.161
2024-06-12,M06,297.7,308.9,1510.9,42.8,97.7,55.0,0.166
2024-06-13,M06,302.1,314.3,1299.8,46.7,81.5,57.1,0.172
2024-06-14,M06,296.5,306.8,1572.1,49.5,105.0,57.0,0.177
2024-06-15,M06,299.0,310.4,1608.2,48.7,79.5,53.0,0.183
2024-06-16,M06,297.9,309.4,1411.6,45.2,83.7,58.6,0.189
2024-06-17,M06,294.4,307.0,1641.1,46.5,97.0,52.9,0.194
2024-06-18,M06,298.4,310.3,1539.3,48.1,97.3,55.7,0.2
2024-06-19,M06,299.3,310.8,1285.5,45.0,109.4,56.8,0.206
2024-06-20,M06,301.5,313.6,1390.5,39.5,94.8,57.3,0.212
2024-06-21,M06,302.7,316.1,1457.5,37.1,101.3,54.9,0.218
2024-06-22,M06,300.9,311.7,1487.4,43.9,103.4,49.9,0.224
2024-06-23,M06,300.2,314.3,1429.1,48.8,92.7,54.1,0.231
2024-06-24,M06,298.3,307.8,1561.0,46.7,116.9,51.7,0.237
2024-06-25,M06,300.6,310.5,1407.4,54.2,96.0,49.2,0.243
2024-06-26,M06,296.6,308.8,1458.1,52.0,97.8,42.9,0.25
2024-06-27,M06,300.5,312.4,1406.1,44.0,124.5,57.3,0.257
2024-06-28,M06,298.1,311.8,1257.4,47.0,95.5,49.9,0.263
2024-06-29,M06,301.6,315.0,1418.2,48.4,111.2,49.1,0.27
2024-06-30,M06,299.8,310.7,1619.9,43.5,131.4,51.6,0.277
2024-07-01,M06,297.2,307.4,1519.1,48.9,103.6,46.8,0.284
2024-07-02,M06,298.4,310.2,1419.3,49.6,110.4,44.6,0.291
2024-07-03,M06,301.9,314.7,1345.8,41.2,98.7,49.2,0.298
2024-07-04,M06,300.6,312.6,1317.3,38.2,119.2,49.8,0.305
2024-07-05,M06,298.4,309.7,1411.3,36.8,102.0,47.6,0.313
2024-07-06,M06,297.0,309.4,1127.0,57.2,103.3,44.1,0.32
2024-07-07,M06,296.1,309.7,1438.8,41.8,111.5,44.8,0.328
2024-07-08,M06,300.6,313.2,1300.6,46.4,130.4,45.7,0.335
2024-07-09,M06,297.2,308.0,1372.9,43.8,114.4,44.3,0.343
2024-07-10,M06,298.4,311.6,1416.2,38.3,119.1,37.2,0.351
2024-07-11,M06,302.3,313.8,1418.5,57.0,136.2,38.8,0.358
2024-07-12,M06,300.7,312.5,1411.8,44.2,146.9,36.5,0.366
2024-07-13,M06,302.2,314.7,1293.4,41.5,111.5,36.0,0.374
2024-07-14,M06,302.2,315.9,1475.5,46.4,136.7,36.8,0.382
2024-07-15,M06,299.9,312.3,1377.1,51.7,112.7,45.5,0.391
2024-07-16,M06,297.8,312.5,1494.2,52.6,114.1,32.8,0.399
2024-07-17,M06,297.9,309.7,1443.9,50.7,128.6,39.8,0.407
2024-07-18,M06,298.9,310.6,1413.2,43.5,148.3,35.8,0.416
2024-07-19,M06,296.8,310.8,1346.0,48.3,132.1,35.0,0.424
2024-07-20,M06,297.2,309.8,1290.3,52.9,142.8,33.7,0.433
2024-07-21,M06,298.9,310.9,1356.5,49.6,130.7,33.3,0.442
2024-07-22,M06,299.0,310.9,1491.3,43.8,157.3,34.0,0.45
2024-07-23,M06,301.3,315.0,1427.7,40.6,144.2,27.0,0.459
2024-07-24,M06,297.7,311.2,1448.4,35.2,143.9,31.2,0.468
2024-07-25,M06,300.4,314.3,1422.8,48.8,151.9,33.2,0.477
2024-07-26,M06,301.4,313.5,1414.2,51.0,128.2,26.8,0.486
2024-07-27,M06,297.5,311.6,1359.9,53.4,162.3,28.7,0.496
2024-07-28,M06,302.3,314.7,1464.3,53.1,153.2,32.6,0.505
2024-07-29,M06,297.5,311.7,1430.5,51.7,144.0,31.3,0.514
2024-07-30,M06,301.0,313.9,1499.5,51.8,179.0,31.0,0.524
2024-07-31,M06,301.3,314.2,1227.9,54.8,151.2,33.4,0.533
2024-08-01,M06,301.7,314.6,1453.2,42.2,158.3,26.8,0.543
2024-08-02,M06,296.7,310.8,1384.7,45.6,162.9,24.3,0.553
2024-08-03,M06,302.3,316.3,1345.6,56.4,181.1,23.9,0.562
2024-08-04,M06,301.9,315.8,1327.2,52.3,170.2,24.0,0.572
2024-08-05,M06,299.8,313.4,1526.4,44.8,190.4,21.8,0.582
2024-08-06,M06,300.6,313.5,1260.4,45.1,153.6,24.2,0.592
2024-08-07,M06,300.3,313.0,1377.1,40.6,193.6,25.8,0.603
2024-08-08,M06,298.3,311.6,1434.6,45.8,167.3,23.0,0.613
2024-08-09,M06,301.1,314.2,1368.1,51.1,180.1,20.0,0.623
2024-08-10,M06,304.2,317.2,1460.1,50.4,152.8,18.2,0.634
2024-08-11,M06,300.7,315.7,1496.0,50.9,162.0,21.1,0.644
2024-08-12,M06,297.5,311.2,1255.2,52.8,163.1,15.0,0.655
2024-08-13,M06,297.5,309.1,1353.2,53.3,196.2,18.2,0.666
2024-08-14,M06,300.2,312.3,1349.0,49.0,157.0,18.5,0.676
2024-08-15,M06,299.3,310.6,1279.3,52.0,159.9,17.4,0.687
2024-08-16,M06,300.2,313.5,1319.6,47.1,203.2,16.8,0.698
2024-08-17,M06,299.3,312.0,1341.8,53.2,194.8,12.8,0.709
2024-08-18,M06,302.4,316.9,1485.8,47.1,169.0,7.9,0.72
2024-08-19,M06,298.3,311.3,1308.9,42.5,210.7,15.1,0.731
2024-08-20,M06,300.5,314.4,1489.7,56.3,182.8,11.6,0.743
2024-08-21,M06,300.4,315.1,1249.8,49.6,211.3,19.8,0.754
2024-08-22,M06,300.1,312.9,1352.9,49.0,158.8,15.1,0.766
2024-08-23,M06,301.9,313.2,1428.6,54.3,215.1,15.7,0.777
2024-08-24,M06,300.6,314.8,1398.8,55.8,167.1,12.0,0.789
2024-08-25,M06,301.9,313.9,1405.5,48.7,167.5,10.4,0.801
2024-08-26,M06,304.3,317.0,1298.5,47.8,202.9,10.6,0.812
2024-08-27,M06,299.1,313.1,1376.6,50.1,176.3,4.5,0.824
2024-08-28,M06,300.1,313.7,1480.8,40.9,204.8,6.7,0.836
2024-08-29,M06,298.4,312.4,1422.5,53.7,174.3,14.0,0.848
2024-08-30,M06,300.5,315.7,1301.3,51.8,169.2,7.5,0.861
2024-08-31,M06,300.2,312.7,1369.4,45.4,204.8,7.9,0.873
2024-09-01,M06,300.9,313.7,1354.4,47.8,189.4,4.2,0.885
2024-09-02,M06,300.3,315.7,1390.6,49.5,227.0,11.3,0.898
2024-09-03,M06,301.4,315.6,1515.0,46.1,213.0,0.0,0.91
2024-09-04,M06,302.0,316.5,1338.4,46.9,187.3,4.2,0.923
2024-09-05,M06,301.1,315.3,1360.2,47.8,186.4,5.3,0.935
2024-09-06,M06,301.9,316.0,1315.9,51.6,215.9,0.0,0.948
2024-09-07,M06,304.3,319.4,1254.0,51.5,241.1,4.6,0.961
2024-09-08,M06,300.1,315.6,1415.2,48.9,212.6,0.0,0.974
2024-09-09,M06,305.0,319.1,1442.3,43.6,182.0,2.9,0.987
2024-09-10,M06,300.0,309.6,1516.3,40.7,0.0,97.5,0.0
2024-09-11,M06,297.6,308.4,1460.8,42.0,1.3,94.9,0.0
2024-09-12,M06,299.5,308.5,1529.5,38.4,2.9,98.8,0.0
2024-09-13,M06,299.0,308.2,1419.2,41.8,4.5,94.0,0.0
2024-09-14,M06,299.1,309.5,1400.9,41.4,5.9,96.5,0.001
2024-09-15,M06,293.2,304.9,1545.5,43.1,7.4,99.9,0.001
2024-09-16,M06,302.1,312.5,1385.0,40.4,7.4,100.4,0.002
2024-09-17,M06,300.7,310.6,1396.8,48.3,10.4,87.2,0.002
2024-09-18,M06,297.1,307.4,1549.5,35.7,11.0,93.5,0.003
2024-09-19,M06,295.1,304.5,1402.5,44.1,13.5,94.6,0.004
2024-09-20,M06,299.4,308.6,1468.1,34.5,15.1,91.3,0.005
2024-09-21,M06,298.9,309.6,1491.7,52.7,14.9,92.3,0.006
2024-09-22,M06,298.6,308.6,1503.1,33.0,16.5,92.1,0.007
2024-09-23,M06,299.0,307.3,1493.6,44.8,16.9,94.4,0.008
2024-09-24,M06,297.9,307.7,1474.0,28.2,20.2,94.8,0.009
2024-09-25,M06,297.8,308.6,1512.8,43.4,21.5,93.3,0.011
2024-09-26,M06,296.1,305.3,1445.4,40.1,24.3,88.2,0.012
2024-09-27,M06,299.0,310.2,1542.7,46.0,26.5,87.6,0.014
2024-09-28,M06,299.7,310.2,1555.7,45.2,28.6,88.4,0.015
2024-09-29,M06,299.1,308.9,1526.0,43.4,23.7,88.5,0.017
2024-09-30,M06,298.6,307.2,1542.0,37.7,26.6,85.0,0.019
2024-10-01,M06,300.1,311.1,1551.5,38.5,34.7,81.5,0.021
2024-10-02,M06,301.8,312.5,1493.8,38.5,37.2,88.6,0.023
2024-10-03,M06,299.4,309.8,1482.2,52.9,38.2,87.0,0.025
2024-10-04,M06,296.7,306.5,1580.9,45.6,35.4,83.2,0.027
2024-10-05,M06,298.8,308.8,1555.3,47.6,42.6,83.3,0.029
2024-10-06,M06,297.9,308.0,1727.7,51.1,35.8,84.8,0.032
2024-10-07,M06,297.3,307.9,1610.7,43.1,39.9,79.2,0.034
2024-10-08,M06,298.7,310.7,1485.3,37.3,35.7,77.9,0.037
2024-10-09,M06,301.3,312.8,1354.5,44.7,37.0,80.3,0.039
2024-10-10,M06,302.2,312.2,1326.9,43.3,47.1,79.1,0.042
2024-10-11,M06,300.7,311.2,1433.3,31.4,41.4,75.0,0.045
2024-10-12,M06,293.6,305.2,1486.7,45.2,54.2,84.3,0.048
2024-10-13,M06,300.6,313.0,1341.7,43.7,52.8,72.4,0.051
2024-10-14,M06,301.0,310.4,1362.6,36.7,47.3,76.8,0.054
2024-10-15,M06,297.3,307.6,1437.9,41.9,53.4,76.5,0.057
2024-10-16,M06,299.1,309.2,1245.5,41.9,54.9,74.0,0.061
2024-10-17,M06,299.0,309.5,1459.0,46.9,52.8,72.8,0.064
2024-10-18,M06,298.6,308.6,1583.4,38.5,49.9,76.6,0.068
2024-10-19,M06,300.0,310.8,1323.2,43.2,57.2,76.4,0.071
2024-10-20,M06,299.2,311.5,1429.6,54.1,68.3,73.7,0.075
2024-10-21,M06,301.1,313.7,1561.2,40.1,54.9,68.9,0.079
2024-10-22,M06,292.6,303.9,1500.3,45.7,69.2,74.2,0.083
2024-10-23,M06,300.3,311.5,1329.3,36.7,63.5,72.0,0.087
2024-10-24,M06,299.8,309.7,1521.9,48.7,64.0,71.3,0.091
2024-10-25,M06,295.3,307.4,1548.6,37.2,66.1,66.7,0.095
2024-10-26,M06,299.1,309.7,1385.3,36.5,61.0,72.2,0.099
2024-10-27,M06,301.2,312.7,1475.0,43.9,60.3,70.5,0.104
2024-10-28,M06,297.9,308.8,1520.1,58.2,77.4,69.5,0.108
2024-10-29,M06,299.1,310.2,1406.6,38.2,74.5,62.9,0.113
2024-10-30,M06,301.4,314.8,1216.7,39.1,64.6,62.6,0.117
2024-10-31,M06,300.0,309.9,1436.2,43.8,83.5,66.7,0.122
2024-11-01,M06,296.4,308.3,1229.8,41.4,84.4,65.1,0.127
2024-11-02,M06,299.3,311.6,1399.0,46.5,78.3,58.8,0.132
2024-11-03,M06,299.9,310.4,1470.1,40.0,77.6,60.8,0.137
2024-11-04,M06,300.5,313.2,1434.7,47.2,87.3,63.9,0.142
2024-11-05,M06,300.4,312.6,1410.0,37.2,80.9,67.3,0.147
2024-11-06,M06,300.4,312.1,1675.6,48.7,72.7,63.3,0.152
2024-11-07,M06,297.4,308.7,1480.7,49.8,71.9,58.2,0.158
2024-11-08,M06,300.8,311.4,1463.8,42.6,78.3,56.2,0.163
2024-11-09,M06,300.6,312.8,1450.7,40.1,91.1,61.3,0.169
2024-11-10,M06,300.5,311.1,1373.1,45.0,96.8,56.7,0.175
2024-11-11,M06,301.6,313.0,1501.4,43.6,84.2,61.1,0.18
2024-11-12,M06,302.0,311.6,1554.9,40.5,86.0,56.3,0.186
2024-11-13,M06,298.5,309.4,1567.1,36.6,107.7,56.7,0.192
2024-11-14,M06,300.7,312.0,1458.1,41.1,96.1,59.7,0.198
2024-11-15,M06,298.0,308.5,1183.6,41.0,99.8,58.4,0.204
2024-11-16,M06,299.9,311.8,1520.5,47.8,113.6,47.2,0.211
2024-11-17,M06,300.1,311.8,1256.8,48.6,115.4,53.7,0.217
2024-11-18,M06,300.7,313.1,1242.3,41.0,92.5,53.8,0.223
2024-11-19,M06,299.4,310.3,1507.6,37.3,116.3,54.6,0.23
2024-11-20,M06,301.3,313.5,1337.7,54.4,98.1,49.7,0.236
2024-11-21,M06,295.9,308.1,1302.5,45.8,113.5,44.1,0.243
2024-11-22,M06,299.6,310.3,1454.6,53.2,95.1,45.0,0.25
2024-11-23,M06,301.2,312.1,1557.3,43.8,122.4,47.3,0.257
2024-11-24,M06,301.2,314.5,1292.1,45.4,100.1,48.2,0.264
2024-11-25,M06,294.4,308.3,1485.3,44.2,111.8,45.9,0.271
2024-11-26,M06,299.0,310.4,1489.4,48.6,121.5,43.9,0.278
2024-11-27,M06,300.5,311.7,1466.2,44.3,97.4,51.3,0.285
2024-11-28,M06,301.9,314.4,1325.7,46.0,127.0,46.7,0.293
2024-11-29,M06,298.8,311.1,1323.5,44.3,121.2,44.5,0.3
2024-11-30,M06,297.1,310.1,1433.7,51.6,105.3,42.3,0.308
2024-12-01,M06,300.2,313.4,1502.6,43.7,113.3,43.1,0.315
2024-12-02,M06,300.8,313.2,1425.2,47.7,132.0,43.6,0.323
2024-12-03,M06,302.9,314.4,1521.7,44.3,107.4,44.3,0.331
2024-12-04,M06,301.3,312.6,1317.8,43.6,136.7,42.5,0.339
2024-12-05,M06,298.6,311.2,1412.0,48.6,132.6,37.0,0.347
2024-12-06,M06,299.7,312.1,1401.3,51.7,115.3,44.0,0.355
2024-12-07,M06,299.1,310.9,1502.6,45.9,115.6,41.2,0.363
2024-12-08,M06,300.3,311.7,1354.5,45.5,137.5,40.3,0.372
2024-12-09,M06,298.9,311.4,1543.6,48.0,134.8,39.9,0.38
2024-12-10,M06,299.6,312.2,1377.8,45.2,152.6,39.1,0.388
2024-12-11,M06,300.5,311.6,1352.8,40.5,144.9,40.7,0.397
2024-12-12,M06,297.6,310.0,1614.0,39.3,129.1,37.9,0.406
2024-12-13,M06,296.8,307.8,1473.7,50.5,143.7,34.4,0.415
2024-12-14,M06,300.0,312.7,1351.6,44.0,153.2,31.5,0.423
2024-12-15,M06,299.2,313.3,1181.2,49.9,160.7,37.0,0.432
2024-12-16,M06,303.1,316.0,1426.0,42.7,154.2,33.2,0.441
2024-12-17,M06,297.0,310.3,1374.1,38.4,164.8,35.3,0.451
2024-12-18,M06,297.0,307.9,1334.1,47.0,143.4,34.9,0.46
2024-12-19,M06,300.2,312.9,1461.5,47.5,151.6,24.7,0.469
2024-12-20,M06,299.7,310.5,1282.5,52.6,168.1,33.9,0.479
2024-12-21,M06,295.9,308.3,1451.0,46.1,137.2,32.0,0.488
2024-12-22,M06,301.0,314.3,1313.3,46.0,129.4,30.8,0.498
2024-12-23,M06,300.2,313.2,1488.1,48.0,159.0,29.7,0.507
2024-12-24,M06,298.4,311.9,1377.3,51.5,165.9,27.2,0.517
2024-12-25,M06,299.6,312.8,1275.7,43.2,150.2,20.6,0.527
2024-12-26,M06,303.6,317.2,1559.4,44.7,174.7,28.0,0.537
2024-12-27,M06,300.8,313.5,1404.1,47.3,165.6,28.8,0.547
2024-12-28,M06,300.5,314.0,1331.4,45.4,178.7,27.1,0.557
2024-12-29,M06,299.8,312.3,1267.6,42.4,174.0,27.1,0.568
2024-12-30,M06,301.1,314.9,1334.0,56.3,152.9,23.7,0.578
2024-12-31,M06,301.0,312.7,1387.3,48.6,139.5,19.8,0.588
2025-01-01,M06,302.2,314.6,1196.2,46.7,140.3,19.9,0.599
2025-01-02,M06,298.1,310.9,1406.4,40.8,159.8,18.9,0.61
2025-01-03,M06,298.5,311.8,1353.3,40.7,159.8,24.3,0.62
2025-01-04,M06,302.2,316.3,1512.9,50.8,162.3,25.8,0.631
2025-01-05,M06,302.8,317.9,1519.8,54.8,169.5,24.2,0.642
2025-01-06,M06,301.2,314.9,1392.6,53.7,186.3,22.9,0.653
2025-01-07,M06,298.2,312.5,1529.9,53.4,192.0,19.7,0.664
2025-01-08,M06,297.3,311.3,1434.7,46.1,158.1,15.9,0.676
2025-01-09,M06,303.8,315.9,1260.3,41.5,172.4,9.2,0.687
2025-01-10,M06,298.7,312.8,1534.7,48.2,189.5,11.0,0.698
2025-01-11,M06,301.1,314.5,1246.7,48.3,160.6,13.7,0.71
2025-01-12,M06,301.7,313.3,1428.4,48.2,170.5,16.4,0.721
2025-01-13,M06,298.5,312.3,1318.7,49.6,179.9,16.6,0.733
2025-01-14,M06,299.2,311.4,1425.1,53.8,160.2,12.6,0.745
2025-01-15,M06,304.0,317.3,1369.2,50.1,167.7,12.8,0.757
2025-01-16,M06,298.9,312.8,1350.7,51.9,181.4,12.3,0.769
2025-01-17,M06,301.8,316.1,1089.6,51.0,166.3,8.9,0.781
2025-01-18,M06,301.3,312.0,1501.6,42.5,178.3,11.4,0.793
2025-01-19,M06,299.6,313.0,1499.5,46.5,218.1,9.1,0.805
2025-01-20,M06,300.0,313.5,1345.3,49.3,191.0,16.0,0.817
2025-01-21,M06,298.6,311.1,1280.1,40.7,178.3,10.9,0.83
2025-01-22,M06,302.5,317.4,1399.3,48.7,195.6,4.0,0.842
2025-01-23,M06,302.2,314.9,1321.6,47.3,187.0,5.6,0.855
2025-01-24,M06,302.9,318.1,1425.6,44.2,226.9,8.1,0.868
2025-01-25,M06,299.7,312.1,1169.7,50.9,209.8,7.8,0.881
2025-01-26,M06,303.0,317.2,1333.0,52.4,228.7,3.3,0.893
2025-01-27,M06,302.0,316.0,1195.1,47.5,175.6,5.3,0.906
2025-01-28,M06,306.3,320.5,1343.0,46.9,207.4,3.5,0.919
2025-01-29,M06,297.8,310.7,1224.2,51.6,197.5,3.5,0.933
2025-01-30,M06,300.0,314.2,1262.0,44.2,240.6,2.3,0.946
2025-01-31,M06,297.4,313.6,1405.8,38.8,202.0,5.9,0.959
2025-02-01,M06,299.8,314.1,1450.4,42.9,209.4,0.0,0.973
2025-02-02,M06,301.3,315.7,1364.6,48.3,207.8,0.0,0.986
2025-02-03,M06,296.7,308.0,1497.7,37.9,0.0,103.4,0.0
2025-02-04,M06,299.0,307.9,1388.5,39.1,1.8,93.9,0.0
2025-02-05,M06,301.0,310.5,1404.5,43.6,3.9,97.6,0.0
2025-02-06,M06,297.1,308.0,1394.6,39.8,5.6,96.5,0.001
2025-02-07,M06,297.9,306.5,1460.0,39.0,6.0,101.2,0.001
2025-02-08,M06,300.3,309.9,1521.2,39.6,9.5,93.8,0.002
2025-02-09,M06,297.3,309.1,1528.9,45.8,9.6,92.5,0.002
2025-02-10,M06,296.5,306.5,1571.5,42.7,12.0,97.4,0.003
2025-02-11,M06,298.3,308.9,1559.3,35.9,14.1,92.4,0.004
2025-02-12,M06,298.5,309.4,1545.6,51.1,14.4,87.1,0.005
2025-02-13,M06,299.3,310.2,1446.9,41.0,15.7,90.5,0.007
2025-02-14,M06,295.9,306.2,1416.7,45.8,20.5,85.7,0.008
2025-02-15,M06,294.4,307.1,1361.6,41.4,17.5,90.1,0.009
2025-02-16,M06,297.1,307.1,1507.4,41.0,25.7,93.1,0.011
2025-02-17,M06,296.6,307.0,1673.2,48.4,25.5,87.2,0.013
2025-02-18,M06,299.2,308.9,1352.3,45.5,27.6,90.2,0.015
2025-02-19,M06,298.6,309.5,1632.1,37.8,26.3,93.1,0.017
2025-02-20,M06,298.5,309.0,1470.2,42.7,24.8,85.1,0.019
2025-02-21,M06,296.3,307.1,1464.7,53.2,35.7,87.2,0.021
2025-02-22,M06,297.4,308.9,1450.5,40.6,34.9,78.4,0.023
2025-02-23,M06,297.0,307.7,1562.0,47.7,30.9,82.6,0.026
2025-02-24,M06,297.7,309.7,1476.1,43.7,30.8,79.5,0.029
2025-02-25,M06,301.6,314.2,1469.7,37.1,43.0,80.0,0.031
2025-02-26,M06,299.5,309.0,1524.6,40.1,46.3,83.6,0.034
2025-02-27,M06,298.3,308.6,1314.1,38.2,38.9,77.5,0.037
2025-02-28,M06,302.8,312.4,1474.5,41.4,50.0,80.5,0.041
2025-03-01,M06,297.7,308.1,1693.5,43.6,48.6,81.8,0.044
2025-03-02,M06,300.4,312.0,1615.1,38.8,41.7,78.4,0.047
2025-03-03,M06,297.2,309.4,1672.3,42.8,54.1,79.5,0.051
2025-03-04,M06,299.8,311.1,1313.4,42.2,54.3,71.2,0.055
2025-03-05,M06,299.7,309.1,1557.8,43.2,49.4,73.7,0.059
2025-03-06,M06,298.6,309.3,1410.2,41.9,47.7,75.3,0.062
2025-03-07,M06,298.5,308.9,1385.5,48.5,52.9,74.5,0.067
2025-03-08,M06,297.5,307.4,1236.3,46.6,65.5,76.6,0.071
2025-03-09,M06,298.6,309.4,1538.1,31.5,56.5,69.6,0.075
2025-03-10,M06,302.7,312.8,1541.6,35.8,63.7,72.8,0.08
2025-03-11,M06,298.9,310.6,1222.5,35.9,62.8,73.0,0.084
2025-03-12,M06,297.3,308.9,1488.4,45.2,67.8,72.7,0.089
2025-03-13,M06,297.1,308.6,1454.3,32.9,64.2,70.8,0.094
2025-03-14,M06,301.1,312.8,1478.6,41.4,65.0,67.1,0.099
2025-03-15,M06,299.3,313.0,1342.2,39.8,80.3,69.7,0.104
2025-03-16,M06,297.4,309.6,1507.0,37.7,62.7,71.3,0.109
2025-03-17,M06,300.2,310.8,1319.2,43.9,81.2,68.0,0.115
2025-03-18,M06,298.8,310.1,1483.1,53.2,84.1,65.1,0.12
2025-03-19,M06,300.3,310.7,1515.1,47.4,76.1,60.9,0.126
2025-03-20,M06,300.8,311.4,1292.6,48.1,79.8,62.1,0.132
2025-03-21,M06,303.0,313.0,1471.2,39.2,78.0,62.5,0.138
2025-03-22,M06,302.2,315.3,1597.0,37.1,86.4,65.8,0.144
2025-03-23,M06,297.6,310.5,1346.0,43.0,94.0,63.1,0.15
2025-03-24,M06,298.3,309.2,1525.8,41.9,94.3,58.6,0.156
2025-03-25,M06,296.3,311.0,1350.2,38.8,79.8,56.0,0.163
2025-03-26,M06,299.5,311.7,1424.8,55.0,90.3,62.7,0.169
2025-03-27,M06,301.0,313.2,1438.7,44.8,90.1,58.3,0.176
2025-03-28,M06,293.7,306.5,1290.5,48.1,79.7,56.6,0.183
2025-03-29,M06,294.9,307.6,1454.8,40.7,81.0,54.2,0.19
2025-03-30,M06,300.6,312.8,1428.6,49.4,106.7,53.7,0.197
2025-03-31,M06,299.7,310.4,1269.5,41.0,111.9,57.1,0.204
2025-04-01,M06,298.6,310.1,1345.8,41.4,107.1,57.6,0.211
2025-04-02,M06,300.1,311.9,1341.7,31.2,89.6,51.9,0.219
2025-04-03,M06,298.1,309.3,1357.4,52.8,91.4,53.1,0.226
2025-04-04,M06,301.9,313.9,1447.6,45.1,106.7,51.5,0.234
2025-04-05,M06,296.8,308.4,1466.5,35.2,90.9,52.7,0.242
2025-04-06,M06,296.9,311.2,1499.3,49.0,118.1,49.9,0.25
2025-04-07,M06,300.0,313.3,1464.0,50.6,118.3,50.7,0.258
2025-04-08,M06,295.8,308.7,1269.8,42.3,125.9,45.7,0.266
2025-04-09,M06,300.9,312.2,1389.6,49.2,110.6,44.6,0.275
2025-04-10,M06,299.5,310.2,1495.6,44.4,98.7,46.0,0.283
2025-04-11,M06,300.3,313.3,1339.8,52.8,107.4,46.5,0.292
2025-04-12,M06,299.0,310.8,1447.5,47.7,117.8,48.1,0.301
2025-04-13,M06,301.1,311.8,1470.3,48.6,113.3,44.6,0.31
2025-04-14,M06,297.9,309.7,1626.6,45.8,110.2,45.9,0.319
2025-04-15,M06,298.8,311.1,1476.3,43.5,122.8,47.0,0.328
2025-04-16,M06,303.6,315.7,1286.6,49.2,124.8,38.9,0.337
2025-04-17,M06,300.3,313.4,1356.2,49.4,115.3,39.5,0.347
2025-04-18,M06,299.5,310.6,1275.5,46.1,124.2,44.2,0.356
2025-04-19,M06,300.9,312.0,1534.9,42.4,125.2,42.3,0.366
2025-04-20,M06,303.7,314.9,1299.5,46.9,146.8,40.7,0.376
2025-04-21,M06,296.7,308.6,1252.5,53.2,142.7,42.5,0.386
